run_utc,data_asof,vix,config_hash,w_RC,h5_RW,h5_HAR,h5_RC,h5_COMBO,h5_view,h10_RW,h10_HAR,h10_RC,h10_COMBO,h10_view,h21_RW,h21_HAR,h21_RC,h21_COMBO,h21_view,row_hash
2026-07-05T13:50:25,2026-07-03,15.81,029848b7fda9da99,0.5,2.760643,2.792639,2.811543,2.802091,VOL UP,2.760643,2.802628,2.814267,2.808448,VOL UP,2.760643,2.82101,2.846004,2.833507,VOL UP,6d24584b0bdb7e3a
